relative_time,Loader_front_orientation,Loader_cylinder_right,Loader_cylinder_left,Loader_cylinder_top,Loader_bucket_load_right,Loader_bucket_load_mid,Loader_bucket_load_left
22.1,0.4050950465564901,0.2750181924987821,0.2750033791124838,-0.0003668687264802,0.0,0.0,0.0
22.15,0.3990276922349459,0.2750064180942114,0.2750072582858093,-0.0003146369162008,0.0,0.0,0.0
22.2,0.3931127745771269,0.2750062852851833,0.2750096354949918,-0.0003935944615178,0.0,0.0,0.0
22.25,0.3872122165251591,0.2750029292000757,0.2750025142016555,-0.0004387522156821,0.0,0.0,0.0
22.3,0.381175718885361,0.2749960237287057,0.2750051366333833,-0.0004736159303482,0.0,0.0,0.0
22.35,0.3753483520688952,0.2750018914480054,0.2750012566261051,-0.0005370137562286,0.0,0.0,0.0
22.4,0.3692144879590278,0.2750015840282917,0.2749879359495159,-0.0004686036095035,0.0,0.0,0.0
22.45,0.3631918960673391,0.274998509603483,0.2749795536170339,-0.0002887246597722,0.0,0.0,0.0
22.5,0.3572337447075387,0.2749843751515209,0.2749871077178115,-0.0003504388127616,0.0,0.0,0.0
22.55,0.3512422475061937,0.2749839332662381,0.2749801877305478,-0.0003395659419499,0.0,0.0,0.0
22.6,0.3452689731698199,0.2749742223249657,0.274984120316619,-0.000174096268623,0.0,0.0,0.0
22.65,0.3392441783396617,0.2749760179000756,0.2749788068373132,-0.0002761387200404,0.0,0.0,0.0
22.7,0.3332119019621855,0.2749836415987753,0.2749794097384658,-0.0004047484916293,0.0,0.0,0.0
22.75,0.327305485511926,0.2749952817668676,0.2749680366521137,-0.0003048739889,0.0,0.0,0.0
22.8,0.3214505646937068,0.2749944601916536,0.2749667495565652,-0.0002476926196659,0.0,0.0,0.0
22.85,0.3153078080314628,0.2749900019284145,0.2749562004780105,-0.0002917510408859,0.0,0.0,0.0
22.9,0.3092353438363227,0.2749934212512778,0.2749660989750442,-0.0002893102259509,0.0,0.0,0.0
22.95,0.3032911796625648,0.2749904760781428,0.2749773211599464,-0.0002184899827647,0.0,0.0,0.0
23.0,0.297305665330346,0.2749876360699331,0.2749690260229015,-0.0001149228758125,0.0,0.0,0.0
23.05,0.291241136709675,0.2749922093591858,0.2749724644995494,-0.00015272586352,0.0,0.0,0.0
23.1,0.285314803589431,0.2749874511712546,0.2749719967641405,-0.000129277659092,0.0,0.0,0.0
23.15,0.2793439514072526,0.2749967788665522,0.2749664855370414,-0.0001450815129086,0.0,0.0,0.0
23.2,0.273262455470976,0.2749989428076013,0.2749729544207945,-0.0001077446845982,0.0,0.0,0.0
23.25,0.2671693585490344,0.2750054097627971,0.2749871119262302,-0.0001156749652249,0.0,0.0,0.0
23.3,0.2612461397565133,0.2750157534287153,0.2749842475385859,-0.0001151085682849,0.0,0.0,0.0
23.35,0.2551274556166077,0.2750171881038856,0.274981891329403,-4.530962341293988e-05,0.0,0.0,0.0
23.4,0.2492735977942267,0.2750146444155107,0.2749858936004561,4.241240644119393e-05,0.0,0.0,0.0
23.45,0.2432595242840978,0.2750039835597797,0.2749896612666402,7.73306988034816e-05,0.0,0.0,0.0
23.5,0.2372269980085149,0.2750063540433115,0.2749848910782936,2.2628808780080537e-05,0.0,0.0,0.0
23.55,0.2312254774559257,0.2749983364578324,0.2749897294691603,0.0001110391035562,0.0,0.0,0.0
23.6,0.2253011141866402,0.2750045104669277,0.2749878970248839,0.0001160902812701,0.0,0.0,0.0
23.65,0.2193572022260441,0.2750103314506488,0.2749864205454551,1.259559560565668e-05,0.0,0.0,0.0
23.7,0.2132731266904636,0.2750140986352335,0.2749952257985317,-2.0353669333216707e-05,0.0,0.0,0.0
23.75,0.2071398504300798,0.2750079978032686,0.2749993525534808,0.0001850103489753,0.0,0.0,0.0
23.8,0.201035687519072,0.2750035581034182,0.2749877642152741,0.0001459198111381,0.0,0.0,0.0
23.85,0.1951188690467193,0.274999051102105,0.2750024581961902,0.0001416406395306,0.0,0.0,0.0
23.9,0.189103500554194,0.2749923426142127,0.2749966691132663,0.0001408328056885,0.0,0.0,0.0
23.95,0.1829889230491789,0.2749894965234792,0.2749909208285774,9.80653992642454e-05,0.0,0.0,0.0
